hotel_names,rating,coordinates,description,links,town
imagine,9.3,"-0.706367,49.276465","Bénéficiant d'une vue sur la ville, d'une terrasse et d'une connexion Wi-Fi gratuite, l'Imagine propose un hébergement bien situé à Bayeux, à proximité de la cathédrale Notre-Dame de Bayeux, du musée...",www.booking.com/hotel/fr/imagine-bayeux.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Manoir Sainte Victoire,9.7,"-0.705759599804878,49.2764917090797","Doté d'un jardin et d'une connexion Wi-Fi gratuite, le Manoir Sainte Victoire propose des hébergements bien situés à Bayeux, à proximité du musée Baron Gérard, de la cathédrale Notre-Dame de Bayeux et...",www.booking.com/hotel/fr/manoir-sainte-victoire.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
DOMAINE DU GRAND CAUGY,8.8,"-0.677363,49.282563","Offrant une vue sur le jardin, le DOMAINE DU GRAND CAUGY est situé à Bayeux, à 2,3 km du musée de la Tapisserie de Bayeux. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. ",www.booking.com/hotel/fr/domaine-du-grand-caugy.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Le Castel Guesthouse,8.7,"-0.703226923942566,49.2736831443021","La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie. ",www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Château de Bellefontaine,8.2,"-0.688839554786682,49.2697402411469","À 800 mètres du centre de Bayeux et de sa cathédrale, l'établissement Château de Bellefontaine est un manoir du XVIIIe siècle proposant des chambres et un restaurant traditionnel ouvert pour le dîner...",www.booking.com/hotel/fr/chateau-de-bellefontaine.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Le Petit Matin,9.5,"-0.709055364131927,49.2760613343073",Cette maison d'hôtes occupe un bâtiment du XVIIIème siècle dans le quartier historique de Bayeux. ,www.booking.com/hotel/fr/le-petit-matin.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Hôtel De Brunville et La Table du Luxembourg,7.7,"-0.703513920307159,49.2781576863302","Situé à seulement 400 mètres de la cathédrale de Bayeux, l'Hôtel De Brunville et La Table du Luxembourg propose un restaurant doté d'une cour avec jardin, au cœur de la ville médiévale. ",www.booking.com/hotel/fr/hoteldebrunville.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Au Loup Historic Apartments,8.7,"-0.707556,49.272798","Installé à Bayeux, à 550 mètres de la cathédrale Notre-Dame et à 10 minutes à pied du musée de la Tapisserie de Bayeux, l'établissement Au Loup Historic Apartments propose des hébergements avec...",www.booking.com/hotel/fr/au-loup-historic-apartments-bayeux.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Hotel Reine Mathilde,8.8,"-0.701724886894226,49.276031585766","L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. ",www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuALTn52KBsACAdICJGE4ZjQwMmU0LTNmMDctNDUxMS04NGViLWVjZTY3OTQ2ZjVjZdgCBeACAQ&sid=c43408cd3ca24e348b45915faf87c0b8&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063443&srpvid=ca556929cded02f5&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Holiday Inn Express - Le Havre Centre,8.3,"0.128837,49.498238","L'établissement Holiday Inn Express Holiday Inn Express - Le Havre Centre Centre est situé au Havre, à 1,4 km de l’église Saint-Michel. ",www.booking.com/hotel/fr/campanile-le-havre-centre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Nomad Hotel le Havre,8.6,"0.125306883397684,49.4933176045611","Le Nomad Hotel Le Havre propose des chambres climatisées, dotées d'une connexion Wi-Fi gratuite et décorées dans un style moderne. ",www.booking.com/hotel/fr/nomad-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Eklo Hotels Le Havre,6.5,"0.1163261363846,49.5198637050259","L’Eklo Hotels Le Havre est un établissement de style moderne situé au Havre. Il possède une réception ouverte 24h/24, une cuisine commune et une salle à manger. ",www.booking.com/hotel/fr/eklo-hotels-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Un petit COCON,6.6,"0.1411818,49.5008906","Located in Le Havre, Un petit COCON provides accommodation with a flat-screen TV. All units include a fully equipped kitchen, allowing guests to prepare their own meals. ",www.booking.com/hotel/fr/un-petit-cocon-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Hôtel Les Gens De Mer Le Havre by Popinns,7.4,"0.10338306427002,49.4899182990494","Les Gens de Mer est situé en plein cœur du Havre, en face du marché central couvert et à proximité du Bassin de Commerce. Une connexion Wi-Fi est disponible gratuitement dans les parties communes. ",www.booking.com/hotel/fr/les-gens-de-mer-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Le Richelieu,7.6,"0.107602179050446,49.4888110458131","Le Citotel Le Richelieu est situé entre la mairie et la cathédrale, au cœur du Havre, à seulement 10 minutes à pied de la plage et à 24 km d'Honfleur. ",www.booking.com/hotel/fr/le-richelieu-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Mercure Le Havre Centre Bassin Du Commerce,7.7,"0.116812884807587,49.4903364526865","Le Mercure Le Havre Centre Bassin Du Commerce se trouve dans le centre-ville du Havre, en face du Bassin du Commerce et à proximité du port ferry. ",www.booking.com/hotel/fr/mercure-bassin-du-commerce.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Le Petit Vatel,8.1,"0.104517638683319,49.4911169965858","Le Petit Vatel se situe dans l'espace Perret, à 500 mètres de la mairie du Havre et à 1 km de la gare ainsi que de l'embarcadère des ferries. La connexion Wi-Fi est gratuite. ",www.booking.com/hotel/fr/petitvatel.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Oscar Hôtel,7.8,"0.107108652591705,49.4898102754459","L'Oscar Hôtel est situé dans le quartier Perret du Havre, qui appartient au patrimoine mondial de l'UNESCO. ",www.booking.com/hotel/fr/celtic.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Best Western ARThotel,8.2,"0.106460899114609,49.4911936564761","Le Best Western Art Hotel est situé au cœur du quartier de Perret, au Havre, à seulement 10 minutes de marche de la plage. ",www.booking.com/hotel/fr/art.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtWfnYoGwAIB0gIkZjE1ZjA2OTMtZjI2Ni00Y2ZmLTgwMzItZDQ4ZTQyYjY4YTVk2AIF4AIB&sid=a4c7a7dab002ab449f4044eeeb8612f3&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063445&srpvid=66eb692a10a2007c&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
ibis budget Rouen Centre Rive Gauche - Opening September 2020,8.6,"1.068718,49.425341","L'Hotel Ibis Budget Rouen Centre Rive Gauche se situe à Rouen, à 2,4 km du Kindarena, le palais des sports de la ville. ",www.booking.com/hotel/fr/ibis-budget-rouen-centre-rive-gauche.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
ibis Rouen Centre Champ de Mars,8.3,"1.10273122787476,49.4357231206127","L'hôtel ibis Rouen Champ de Mars est situé à seulement 10 minutes à pied du centre de Rouen et à 15 minutes de marche de la cathédrale. Il propose une réception ouverte 24h/24, un sauna et un hammam. ",www.booking.com/hotel/fr/ibis-rouen-champ-de-mars.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel",8.5,"1.072398,49.429988","Situé à Rouen, à 3,1 km de la cathédrale Notre-Dame, l'Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel propose un restaurant, un parking privé, un bar et un salon commun. ",www.booking.com/hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Kyriad Direct Rouen Centre Gare,7.1,"1.08725488185883,49.4394837064324","Situé au cœur de Rouen, cet hôtel propose une connexion Wi-Fi payante. Doté d’une terrasse offrant une vue dégagée sur la Seine, cet hôtel se trouve à 1,2 km de la cathédrale de Rouen. ",www.booking.com/hotel/fr/hotelleviking.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Best Western Plus Hotel Litteraire Gustave Flaubert,8.6,"1.08660310506821,49.4430642307644","Situé dans le centre historique de Rouen, à 3 km du Kindarena, le Best Western Plus Hotel Litteraire Gustave Flaubert propose des hébergements à la décoration inspirée par l’œuvre littéraire de...",www.booking.com/hotel/fr/hotelduvieuxmarche.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Ibis Styles Rouen Centre Cathédrale,7.5,"1.096183,49.437454","Doté d'une connexion Wi-Fi gratuite et d'une terrasse, l'Ibis Styles Rouen Centre Cathédrale propose des hébergements à Rouen, à 1,6 km de la gare de la ville ainsi qu'à 3 km du palais des sports du...",www.booking.com/hotel/fr/ibis-styles-rouen-centre-cathedrale.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Astrid,7.0,"1.09381422400475,49.4483063583166","Cet hôtel moderne est situé en face de la gare de Rouen, dans une longue rue regorgeant de boutiques et menant au centre-ville. ",www.booking.com/hotel/fr/hotelastrid_rouen.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Ibis Styles Rouen Centre Rive Gauche,8.5,"1.0686087460327,49.4249866575613","Situé à Rouen, à 3,3 km de la cathédrale Notre-Dame, l'ibis Styles Rouen Centre Rive Gauche propose des hébergements avec une terrasse et un parking privé. Cet hôtel 3 étoiles possède un bar. ",www.booking.com/hotel/fr/ibis-styles-rouen-centre-rive-gauche.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
"Radisson Blu Hotel, Rouen Centre",8.9,"1.09412,49.446441","Situé à Rouen, le Radisson Blu Hotel, Rouen Centre dispose d'un restaurant servant des plats locaux de haute qualité, d'une salle de sport, d'un bar et d'un salon commun. ",www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Mercure Rouen Centre Cathédrale,8.3,"1.0951754450798,49.4411728465654","Le Mercure Rouen Centre Cathédrale propose des chambres climatisées dotées d'une télévision par satellite, d'une connexion Wi-Fi gratuite et d'une salle de bains privative dans le centre de Rouen, à...",www.booking.com/hotel/fr/mercure-rouen-centre.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AtufnYoGwAIB0gIkZTFlYjdjYjUtMzY0NS00NDRkLWI3ZjAtZjA0Y2FkZGNkMjIz2AIF4AIB&sid=5fc0a4248d7f73bf4cf6dd89d890a925&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063451&srpvid=cda0692d0e8b0084&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Hyatt Regency Paris Etoile,8.4,"2.28472741799624,48.8804098381377","Le Hyatt Regency Paris Etoile, connu autrefois sous le nom d'Hotel Concorde La Fayette, vous accueille à 1,5 km de l'Arc de Triomphe et des célèbres Champs-Élysées. ",www.booking.com/hotel/fr/hyatt-regency-paris-etoile.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4At6fnYoGwAIB0gIkOWE5NDUxZjYtMGI1Yy00NjQ4LWE3M2QtMzljMTdkMGZjMTBh2AIF4AIB&sid=453c58bbd27825a6dacce9462c751fef&dest_id=-1456928&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063454&srpvid=6f62692f857301df&ucfs=1&from=searchresults;highlight_room=;from_sr_card=1#hotelTmpl,Paris
